,imp_sumup,imp_sumup_norm
Rhoc,0.09147004,0.028959194
Plekha3,0.14163719,0.044841994
Abcb7,0.19221537,0.060854916
Mterfd2,0.064580075,0.020445896
Stxbp1,0.27347776,0.0865824
Atg5,0.0991811,0.031400498
Gnptg,0.18177955,0.057550963
Shank1,0.16715477,0.052920796
Acap2,0.25170565,0.07968939
Fbxl6,0.062508024,0.019789888
Faim2,0.3112582,0.09854359
Med28,0.106072396,0.033582266
Cox4i1,0.32999822,0.10447664
Ctsd,0.18029198,0.057080008
Kat6a,0.18208587,0.057647947
Cxx1c,0.19902328,0.06301029
Ubqln2,0.25734824,0.08147583
1500015A07Rik,0.044155125,0.013979405
Fam135a,0.18791853,0.05949455
Prpf39,0.18996069,0.060141094
Fam73a,0.15641885,0.049521826
Zfp365,0.22593361,0.07153004
Arl8a,0.20184255,0.063902855
Gm1821,0.27306423,0.08645147
Gm14378,0.028337691,0.008971644
4930570G19Rik,0.054005098,0.017097883
Sdhb,0.22214867,0.07033174
St7,0.08195389,0.025946403
Prpf38b,0.18963885,0.060039196
Crat,0.08895995,0.028164502
Snhg11,0.3842155,0.121641695
Tmco6,0.03259306,0.010318884
Pja1,0.55563855,0.17591381
Axl,0.20056432,0.06349818
Thoc2,0.15781307,0.049963236
Ensa,0.2950933,0.09342582
Psmd4,0.21098077,0.066796
Adcy1,0.1271298,0.040248986
Zfp516,0.08182958,0.025907045
Dcaf15,0.067124136,0.02125134
Rfesd,0.058439754,0.018501885
Slc39a12,0.12474449,0.039493803
Cyb5r4,0.13801092,0.043693922
Irak1,0.13533525,0.042846814
Gm2897,0.026498744,0.0083894385
Tob1,0.13790482,0.04366033
Srsf10,0.14990216,0.04745866
Psmb2,0.100780435,0.03190684
Ptpro,0.30023524,0.09505375
Otud7b,0.11528509,0.03649898
Mir682,0.22103754,0.06997995
Cstf2t,0.14965588,0.047380686
Dhodh,0.047237955,0.014955422
Acox1,0.2722377,0.08618979
Bmp1,0.10327398,0.03269629
Phf12,0.1365093,0.043218512
Dnaja1,0.19745354,0.062513314
Tmem161a,0.08362493,0.026475448
Bmpr2,0.2535074,0.08025983
Kcnab3,0.16527215,0.05232476
Ptma,0.38690647,0.12249364
Rnf167,0.1930292,0.06111257
Igsf21,0.09737365,0.030828262
Mon2,0.14996357,0.047478102
Rbpms2,0.060733825,0.019228183
Abcb6,0.052344535,0.016572153
Gm14325,0.06512779,0.0206193
Lingo3,0.0285778,0.009047663
AI314180,0.12550679,0.039735146
Jdp2,0.13248952,0.04194586
Ccdc71,0.06169609,0.019532831
Rprml,0.107030444,0.03388558
Zkscan1,0.13047025,0.041306563
Tprgl,0.19926901,0.06308808
Ppp6r3,0.28831032,0.09127835
Dnajc19,0.07406032,0.02344732
Mecr,0.06372302,0.020174554
Srsf9,0.14696045,0.046527322
Arntl,0.08238864,0.026084045
Sec61b,0.14288294,0.045236394
Dpp6,0.14969838,0.047394145
Spire1,0.29814398,0.09439167
Mpped2,0.29832533,0.09444908
Ccdc141,0.10095375,0.031961713
Clasrp,0.086523004,0.027392974
Hmgcll1,0.08863037,0.02806016
Tmod3,0.11685864,0.03699716
Ppid,0.16369486,0.051825393
Trappc9,0.12493398,0.0395538
Hars2,0.05589706,0.017696874
Atp11a,0.11031704,0.034926105
Fam65b,0.09012347,0.02853287
2310047M10Rik,0.048881773,0.015475851
Fndc5,0.21844622,0.069159545
Gcn1l1,0.09654275,0.030565202
Scly,0.067549765,0.021386093
Dennd4c,0.08147643,0.02579524
Pigp,0.09671499,0.030619733
Oaz2,0.21153714,0.066972144
Ktn1,0.22265826,0.070493065
Fam32a,0.122416995,0.038756926
Elmo1,0.29360777,0.09295551
Pak1ip1,0.12853381,0.04069349
Aff1,0.10561798,0.033438396
Spryd4,0.045932356,0.014542074
Lancl1,0.16727898,0.052960116
Tsc2,0.10018642,0.031718776
Sgce,0.07117155,0.02253274
Ptges3,0.17878751,0.056603692
Rbm12,0.09510808,0.030110987
Rala,0.13285655,0.042062063
Exoc7,0.09292567,0.02942004
Eif2ak3,0.056402434,0.017856874
Mapk3,0.20351464,0.06443224
Tmem185b,0.04432035,0.014031715
Cenpv,0.10289288,0.032575637
Nlgn2,0.19931348,0.06310216
Lars,0.092113435,0.02916289
Zdhhc14,0.09983862,0.031608667
Naa60,0.2687469,0.08508462
Hnrpll,0.15374437,0.048675094
Lpl,0.025018817,0.007920897
Sybu,0.15250005,0.048281144
Ptpn3,0.06514539,0.020624872
Hist1h2bh,0.027988508,0.008861094
Il11ra1,0.06645971,0.021040982
Fosl2,0.19068952,0.060371835
Prpf8,0.30817422,0.097567216
Anapc10,0.05212956,0.01650409
Ccdc55,0.065491885,0.02073457
Itgb1,0.17821717,0.056423128
Kctd11,0.03905055,0.012363309
Rmnd5b,0.077200636,0.024441533
Arnt,0.120386474,0.038114067
Sephs2,0.10475158,0.033164095
Rfwd3,0.095200926,0.030140381
Stat3,0.14190254,0.044926
Ndufa7,0.32524097,0.1029705
Dync2h1,0.10984002,0.034775082
Dst,0.26536173,0.08401288
Eea1,0.1446328,0.045790393
Incenp,0.061611846,0.01950616
Islr,0.14943103,0.047309503
Copa,0.19260058,0.060976874
Golga7b,0.13758269,0.043558344
Sh3bp5l,0.08748279,0.027696839
Fam105b,0.070842266,0.022428488
Tmcc1,0.117287084,0.037132807
Mprip,0.26552153,0.08406347
Kcnj3,0.05781237,0.018303256
Ube2g1,0.1356597,0.04294953
Eif3a,0.234863,0.074357055
Ptbp2,0.2599918,0.08231277
Trrap,0.17673394,0.055953536
Enho,0.18439738,0.058379762
Wdr82,0.1469939,0.046537917
Deb1,0.114117764,0.036129408
Srsf7,0.2481362,0.07855932
Carkd,0.14040633,0.044452302
Gzf1,0.11138142,0.035263084
1110018G07Rik,0.17708507,0.056064706
Fam20a,0.058606688,0.018554734
Stmn2,0.32524356,0.10297132
Rrnad1,0.096220024,0.030463027
Aaas,0.059949156,0.018979758
Lamp5,0.095630236,0.030276302
Cadm4,0.19890337,0.06297233
Arfip1,0.11359432,0.035963688
Bap1,0.17874041,0.05658878
Adamts1,0.0647036,0.020485003
Kalrn,0.36131617,0.114391826
Pex11b,0.10279072,0.032543294
Chst1,0.21497633,0.06806098
Pgbd5,0.19849363,0.0628426
Glrx2,0.11469524,0.036312234
Gpm6a,0.281052,0.08898038
Golga3,0.07626997,0.024146887
Ociad1,0.19184509,0.060737688
Epha10,0.08602167,0.027234253
Zic2,0.14250365,0.04511631
Ilvbl,0.12861903,0.04072047
Vmp1,0.23530525,0.07449707
Sestd1,0.13616353,0.043109044
Tfcp2,0.044081572,0.013956119
Cdh10,0.08551948,0.027075259
Alg14,0.080184296,0.025386155
Mrps33,0.16616032,0.052605953
Slc25a51,0.14384373,0.045540575
Paqr8,0.17918052,0.056728117
Gripap1,0.08276619,0.026203575
Rbbp4,0.23921324,0.07573433
Tfcp2l1,0.031459276,0.009959931
Ip6k1,0.29433846,0.09318684
Ccnk,0.17396331,0.05507636
Pisd,0.12637776,0.04001089
Bcas2,0.24842197,0.07864979
Dusp14,0.139042,0.044020362
Ist1,0.13061762,0.041353222
Abce1,0.14084987,0.04459273
Tmod2,0.39276034,0.12434696
Ctsl,0.20382315,0.06452992
Dpm1,0.12113216,0.038350146
Plec,0.094205044,0.02982509
Trappc8,0.13529561,0.04283426
Pxn,0.082374595,0.026079597
Fam96a,0.100581,0.031843703
Rev3l,0.17135726,0.05425129
Vps13d,0.16944112,0.053644646
Per1,0.23797338,0.0753418
Ahsa1,0.5755504,0.18221785
Slc7a11,0.19169521,0.060690243
Nrsn2,0.16175678,0.051211804
H2afy,0.13976198,0.0442483
Notch2,0.35528696,0.11248299
Cd164,0.2454616,0.07771254
2410127L17Rik,0.06360719,0.020137882
Vdac1,0.456459,0.14451382
Csnk1e,0.2525511,0.07995707
Ccdc124,0.09691188,0.030682066
Fam19a5,0.20738785,0.065658495
Kcnn2,0.07586848,0.024019778
Btbd1,0.30645308,0.0970223
Dgkz,0.1748006,0.055341445
Tmem30a,0.2743915,0.08687169
Exoc2,0.1021007,0.032324836
Slc6a17,0.16532402,0.05234118
Serpine2,0.45597705,0.14436123
Rap2a,0.15535614,0.04918538
Ing3,0.09211711,0.029164055
Ncan,0.23827073,0.07543594
Txnrd1,0.14981142,0.04742993
Ccbl1,0.07322566,0.023183066
Ciao1,0.09935347,0.031455066
Fhl1,0.25318497,0.08015775
Pnmal2,0.2627784,0.08319501
Cnot1,0.18833569,0.059626617
Zfp235,0.07781632,0.024636459
Gramd1b,0.061416283,0.019444246
Rab11a,0.26345596,0.08340951
Nudt16l1,0.11154903,0.03531615
Atp5b,0.64302415,0.20357989
Tmem14a,0.07144597,0.022619622
Rnasek,0.2328684,0.073725566
Dctn1,0.31522018,0.099797934
Kifc2,0.30357718,0.0961118
Saysd1,0.040381905,0.0127848135
Eif6,0.085471086,0.027059937
Cpe,0.82418483,0.2609349
Ptprg,0.2087328,0.0660843
Prelid1,0.07470306,0.023650808
Odf2,0.098206595,0.031091971
Trim32,0.19165072,0.060676154
Man2b1,0.08629408,0.027320495
Nxph1,0.07259576,0.022983642
Gas6,0.09663461,0.030594286
Pgk1,0.19158028,0.060653854
Ywhaq,0.20558718,0.065088406
Timmdc1,0.06572478,0.020808307
Akap5,0.07496244,0.023732927
Naa40,0.09429681,0.029854143
Pcsk6,0.07762006,0.02457432
Degs2,0.07342931,0.023247542
Ndufb4,0.27447227,0.086897254
Dnajc2,0.09246265,0.02927345
Stk25,0.14454806,0.045763563
Rpl34,0.43444476,0.13754416
Snx30,0.0902061,0.028559033
Sf3a3,0.11967778,0.037889697
March8,0.20033002,0.063424
Dusp1,0.1264851,0.040044878
Bcl2l1,0.12560888,0.039767463
Tsen34,0.13307598,0.042131532
Kcnv1,0.06246014,0.01977473
Gnpat,0.17214334,0.054500163
Selk,0.23628964,0.074808724
Pex2,0.12128228,0.038397677
Zbtb11,0.17178565,0.05438692
Eif1ad,0.082540035,0.026131975
Herpud2,0.16008823,0.050683547
Hcfc2,0.057204373,0.018110767
Ccdc28b,0.076746464,0.024297744
Cd47,0.18984623,0.060104854
Plekho1,0.10599861,0.0335589
Pcdhb16,0.021409126,0.0067780777
Prkar2a,0.06949198,0.022000993
Acvr1c,0.09598219,0.030387728
Dlx1as,0.118077666,0.037383102
Papd5,0.1625931,0.05147658
Fam60a,0.04822232,0.015267069
2310057M21Rik,0.062254287,0.019709555
Spata24,0.029958067,0.009484651
Psmg2,0.08251896,0.026125303
Cdk11b,0.14884105,0.047122717
Rpl18a,0.16388987,0.05188714
Ube2z,0.12233308,0.03873036
Bmi1,0.17478895,0.05533776
Itfg3,0.059561804,0.018857123
Stx1a,0.09378089,0.029690802
Atp6v0d1,0.2770214,0.08770431
Cdc26,0.06366363,0.020155752
Ddx46,0.16222028,0.05135855
Zfp952,0.07436603,0.023544107
Zc4h2,0.07732919,0.024482233
Ccp110,0.080129266,0.02536873
Hras1,0.23239078,0.07357436
Sparcl1,0.8641252,0.27357993
Psmc1,0.0968676,0.030668044
Ifrd2,0.03926365,0.012430776
Mrpl33,0.123692304,0.039160684
Fbxo41,0.07823222,0.02476813
Ank,0.19308966,0.061131716
Fyn,0.17552164,0.055569727
Ctnnbip1,0.17637691,0.0558405
Ntng1,0.18449998,0.058412243
Hypk,0.13246198,0.041937143
Rpl14,0.30115268,0.09534421
Atp6v0b,0.28958318,0.09168134
Fez1,0.11756847,0.037221894
Arhgef40,0.14884716,0.04712465
Gtf3c2,0.11470183,0.036314324
Pank1,0.08854621,0.028033515
Cggbp1,0.14982085,0.047432918
Fem1b,0.1910256,0.060478244
Ankrd63,0.09804018,0.031039283
Eif3i,0.24554697,0.07773957
Gtf2f1,0.090335086,0.02859987
Prkd1,0.06532146,0.020680616
Dlc1,0.12408474,0.039284926
Ttpa,0.073728986,0.023342418
Tle4,0.15430501,0.048852593
Gps1,0.12562607,0.03977291
Wsb2,0.18257485,0.05780276
Fam102b,0.15551578,0.049235918
Ap1s1,0.13861321,0.04388461
Krt12,0.051126,0.016186368
Metap1d,0.08062811,0.025526663
Bcan,0.18030933,0.057085495
Tmem201,0.129698,0.041062072
Mmachc,0.056341656,0.01783763
Dpysl5,0.14086194,0.04459655
Adipor1,0.2605943,0.08250353
Pik3c2b,0.0976357,0.030911226
B230217C12Rik,0.0796325,0.025211455
Ptp4a2,0.31562838,0.09992718
Scfd2,0.082366385,0.026076997
Sf3b2,0.3002176,0.09504816
Prpf40a,0.13796234,0.04367854
Tfap2b,0.060872752,0.019272165
Zfp672,0.062120732,0.019667273
Suv420h1,0.16422403,0.051992927
Nfx1,0.06519159,0.0206395
Elovl4,0.10410589,0.03295967
Commd3,0.11360536,0.035967182
Ccdc12,0.11873173,0.03759018
Arap2,0.20349352,0.06442556
Ccnc,0.079576135,0.025193611
Snta1,0.081904486,0.025930762
Gpaa1,0.076801434,0.024315149
Dus2l,0.062449727,0.019771433
Ykt6,0.21588384,0.068348296
Tshz1,0.34016055,0.10769401
Rab2a,0.2033588,0.0643829
Mdn1,0.10530128,0.03333813
Arf1,0.20136045,0.06375023
Nsmce4a,0.15837991,0.050142698
2310022B05Rik,0.22116433,0.070020095
Ppp1r14c,0.06697462,0.021204002
Oaf,0.091575794,0.028992675
Dock10,0.14801173,0.046860155
Hsd17b7,0.070950255,0.02246268
Apc,0.58503944,0.18522206
Serp1,0.18289265,0.057903364
Abcf1,0.106284045,0.03364927
Slc30a1,0.18236905,0.0577376
Zfp236,0.1318333,0.041738104
Epb4.1l4a,0.06402378,0.020269774
Ankrd33b,0.09594043,0.030374508
Atp6v0c-ps2,0.061145924,0.019358652
Dcaf5,0.12947027,0.040989973
Slc25a39,0.2049934,0.064900406
Tshz3,0.046977643,0.014873008
Fbxw11,0.22312249,0.07064004
Pitpna,0.27155054,0.08597224
Arhgap32,0.3771435,0.119402714
Tomm40,0.1384717,0.0438398
Srrm3,0.13349964,0.04226566
Dolk,0.071184814,0.022536939
Bcl11a,0.16525978,0.05232085
Nipbl,0.19775586,0.062609024
Foxo1,0.13452686,0.04259088
Syt11,0.27091146,0.08576991
Gpr75,0.038793545,0.012281943
Mrpl11,0.11285271,0.03572889
Cebpd,0.08822134,0.027930664
Rasgrp2,0.060701963,0.019218095
Fam104a,0.13661464,0.04325186
Ppap2b,0.3736507,0.1182969
Nr3c1,0.23697269,0.075024985
Tspan12,0.1108837,0.035105508
Ctr9,0.13351527,0.042270612
St3gal6,0.046885524,0.014843843
Ndrg4,0.52302516,0.1655885
Zfp639,0.0844643,0.026741192
Cpne6,0.21177611,0.0670478
Pitpnm3,0.2664967,0.08437221
Kdm3b,0.123463795,0.039088335
Atad2b,0.12705366,0.04022488
Apoa1bp,0.122832924,0.038888607
Heatr5a,0.04049584,0.012820884
Atp5j,0.2524022,0.07990992
Mapk4,0.15988831,0.050620254
Sec22a,0.06384064,0.020211793
Rps16,0.5628378,0.17819308
Pid1,0.19318978,0.061163418
Ndufa4,0.27564734,0.087269284
Dlgap3,0.2585003,0.081840575
Wdr6,0.18229654,0.05771464
Mkl2,0.15647018,0.04953808
S100a1,0.2861693,0.090600505
Samd4,0.1778134,0.056295287
Cdc34,0.09977295,0.031587876
Tstd2,0.06775388,0.021450715
Rab27b,0.066836685,0.021160332
Elof1,0.14601685,0.04622858
Polr2a,0.043750443,0.013851284
Trim44,0.19148752,0.060624488
Rprm,0.17795302,0.056339495
Cep170,0.66983914,0.21206945
Ict1,0.18708996,0.059232228
Cep350,0.17151357,0.05430078
Kdm6b,0.13511512,0.04277712
Nipal3,0.10027127,0.031745642
Dmtf1,0.12788296,0.040487435
Bpnt1,0.20004141,0.063332625
Tbl1x,0.073729925,0.023342714
Map4k3,0.1083056,0.03428929
Laptm4a,0.35950083,0.11381709
Fam84a,0.15778373,0.04995395
Pon2,0.15875825,0.050262477
Tnpo3,0.14490141,0.045875438
Ccdc181,0.07146946,0.02262706
Bace1,0.14338325,0.045394786
Aak1,0.20396678,0.06457539
Tm2d1,0.20054036,0.063490584
Htra1,0.33682966,0.10663945
Ankrd50,0.117654204,0.037249036
Phf20l1,0.16708566,0.052898914
Wdr67,0.059427224,0.018814515
Bmpr1b,0.07326109,0.023194283
4833420G17Rik,0.11357392,0.03595723
Pld2,0.08549329,0.027066968
Fen1,0.04744404,0.015020669
Nsf,0.2506491,0.0793549
Serf2,0.27182183,0.08605813
Apold1,0.3799817,0.120301284
Nucb1,0.08299528,0.026276106
Neo1,0.26370418,0.0834881
Acsl3,0.24460691,0.07744195
Commd9,0.09377643,0.02968939
Lmo4,0.22014312,0.069696784
Rsrc2,0.22630085,0.0716463
Cyc1,0.24676064,0.07812382
Slc38a1,0.2619646,0.08293736
Mast2,0.23664258,0.07492047
Xrn1,0.07034842,0.02227214
Impa1,0.15807658,0.050046664
Clk4,0.1414711,0.044789407
Cand1,0.18022068,0.05705743
Usp47,0.13635866,0.04317082
Rpl13a,0.20077859,0.06356602
Cycs,0.314169,0.09946514
Higd2a,0.29835016,0.09445694
Sod2,0.34723288,0.109933086
Eif2b2,0.100929126,0.031953916
Nipsnap1,0.10383726,0.032874625
Abhd10,0.06876253,0.02177005
Gnb4,0.06822967,0.021601347
Polr2l,0.125534,0.03974376
Armcx3,0.11483061,0.036355093
Pi4k2a,0.14847423,0.04700658
Smg7,0.12650266,0.040050436
Ilf3,0.41935268,0.13276604
Stx17,0.07164402,0.022682324
Nudcd3,0.12782839,0.040470157
Mag,0.1057262,0.033472657
Syncrip,0.34181896,0.10821905
Unc13a,0.15815465,0.050071377
Nsmce2,0.093421474,0.029577011
Tpgs1,0.10791142,0.034164496
Mllt6,0.17234674,0.054564558
Ivns1abp,0.32582885,0.103156626
1700066M21Rik,0.0732522,0.023191469
Iqsec1,0.16148889,0.051126994
Dnm3,0.28260803,0.08947302
Spr,0.080867276,0.025602384
2410004B18Rik,0.08573251,0.027142705
4833424O15Rik,0.31978953,0.101244584
Serinc1,0.24760287,0.07839047
Wisp1,0.075172,0.023799274
Slc9a5,0.03635286,0.011509228
Abcg1,0.07968112,0.02522685
Fastk,0.097283274,0.03079965
Dhx40,0.10810902,0.034227055
Pak1,0.3256441,0.10309814
Olfm1,0.4380209,0.13867636
Ncam1,0.25824916,0.08176106
Pmvk,0.108032696,0.034202892
Slx1b,0.0618651,0.01958634
Rbfox2,0.3352087,0.106126264
Ahcyl1,0.436332,0.13814165
Snora16a,0.051324707,0.016249279
Lman2,0.11372725,0.036005773
Psmd12,0.16630098,0.05265049
Eny2,0.10034525,0.03176906
Ddx21,0.12144512,0.03844923
Plekhb1,0.2868293,0.09080946
Lhfp,0.19861825,0.06288206
Tsn,0.23902296,0.07567409
Tbc1d12,0.096784696,0.0306418
Vash1,0.19181184,0.060727164
Akirin2,0.086014785,0.027232071
Gm14164,0.03605137,0.011413776
Dlx1,0.17765093,0.05624385
Tbc1d22b,0.051020104,0.01615284
Btf3l4,0.14887509,0.047133494
Gatm,0.17931627,0.056771096
Dyrk1a,0.1781452,0.05640034
Nemf,0.21670684,0.06860886
Hinfp,0.026776616,0.008477412
Vps54,0.09893624,0.031322975
Chd3,0.24249834,0.07677438
Rab5b,0.19543004,0.061872676
Pcbp1,0.23653676,0.07488696
Gse1,0.11131137,0.035240907
Jup,0.12828751,0.040615518
Dennd1a,0.09620228,0.030457405
Pgam1,0.32542193,0.10302779
Doc2g,0.56402,0.17856736
Rdh5,0.020853579,0.0066021923
Epha5,0.15390892,0.048727192
Ndufv1,0.16020073,0.05071916
Crhr1,0.11493606,0.03638848
Dlk2,0.053532753,0.01694834
Baz2a,0.15103155,0.047816224
Stag1,0.14897135,0.047163967
Bcorl1,0.05581398,0.01767057
Slitrk2,0.0933984,0.029569706
Actg1,0.39363068,0.12462253
Nisch,0.19379136,0.061353873
Zfp930,0.037204213,0.011778764
Celf6,0.08125595,0.025725435
Ythdf2,0.21706958,0.06872369
Gpr158,0.11094393,0.03512458
Hap1,0.23273396,0.073683
Fnta,0.29082286,0.09207381
Minos1,0.28275064,0.08951817
Dennd4a,0.10768819,0.03409382
Stxbp6,0.31239364,0.09890307
Fli1,0.050834928,0.016094215
Plcb1,0.20358397,0.0644542
Med21,0.097538345,0.030880405
Tspan13,0.20696415,0.06552435
Klf2,0.08567944,0.027125902
Zfyve1,0.04107852,0.013005359
Usp7,1.3054826,0.41331264
B3galnt1,0.10321657,0.032678116
Hemk1,0.04246295,0.0134436665
Mrpl46,0.09330151,0.029539032
Sptan1,0.24975744,0.079072595
Smdt1,0.35165337,0.1113326
Pcmtd2,0.20443398,0.064723305
Slc30a9,0.22661106,0.07174452
Got2,0.2512783,0.079554096
Akr1a1,0.3540478,0.11209068
Rbfa,0.04912977,0.015554366
Nfat5,0.43454778,0.13757677
Gabra5,0.23615204,0.07476517
Car2,0.28967404,0.0917101
Fhod3,0.093020976,0.029450215
Smarca5,0.2028181,0.06421172
Tars2,0.072267026,0.022879565
Slc41a1,0.14109878,0.04467153
Thrap3,0.14995193,0.047474418
Agbl5,0.037644524,0.011918165
Cox5b,0.20054919,0.063493386
Sema5a,0.1208905,0.03827364
Aen,0.07072269,0.022390632
Gpx4,0.37950817,0.12015136
Nudt11,0.0686192,0.021724673
Sorbs1,0.41327384,0.1308415
Champ1,0.11282,0.035718538
Dcx,0.20624894,0.06529792
Nr2e1,0.051280353,0.016235236
Cltc,0.29510352,0.09342906
Pole4,0.13695334,0.043359097
Arhgef12,0.26108462,0.08265876
Pla2g6,0.053732667,0.017011633
Matr3,0.2609748,0.08262399
Slc6a6,0.24167554,0.076513894
Ssr1,0.23314856,0.07381427
Msl3,0.073169105,0.02316516
Egr4,0.06253514,0.019798473
1700113A16Rik,0.25714445,0.08141131
Ngly1,0.083413705,0.026408577
D6Wsu163e,0.067134224,0.02125453
Gga2,0.08386318,0.026550878
Mecp2,0.15831363,0.05012171
Ap3d1,0.19647354,0.062203042
Lor,0.04810018,0.015228401
Rpl36,0.103333324,0.03271508
Inhba,0.053377334,0.016899133
Rnf111,0.11953644,0.03784495
Tsc22d1,0.34954822,0.11066612
Pcdh17,0.18692525,0.05918008
Camta1,0.20020464,0.06338431
Zfp91,0.20659569,0.06540769
Ormdl3,0.22064258,0.06985491
Eif4h,0.28496993,0.09022079
Ppp1r16b,0.23060504,0.073009
Nrn1,0.13610668,0.043091044
Ppp1ca,0.16266063,0.051497962
Rnf145,0.15688744,0.049670182
Rhot2,0.14982074,0.047432885
Hpcal4,0.27872005,0.08824209
Xrcc1,0.08758219,0.02772831
Nat6,0.06131411,0.0194119
Insr,0.09802056,0.031033073
Igbp1,0.12154194,0.03847988
BC048403,0.061432336,0.019449329
Hmbs,0.07850464,0.024854379
Aamp,0.16996256,0.05380973
Wnk1,0.2027921,0.06420348
Ttbk2,0.18991745,0.060127404
Hook3,0.22505175,0.07125084
Rnf168,0.11186394,0.03541585
Slc7a2,0.14490078,0.045875236
Rsph1,0.038146466,0.012077079
Nap1l3,0.07941336,0.02514208
Tada1,0.100926235,0.031953
Rpl23,0.28901514,0.0915015
Diras1,0.0694893,0.022000143
Mdh2,0.34333488,0.108698994
Haus5,0.014657204,0.0046404353
Myo6,0.3357374,0.10629365
Hnrnpul2,0.20062688,0.06351798
Cdk5r2,0.18137166,0.05742183
Prdx1,0.36979333,0.11707567
Erbb4,0.04114137,0.013025258
Fam134b,0.16815852,0.05323858
Nudt4,0.37482563,0.118668884
Hspa8,0.5139434,0.16271323
Mxi1,0.20142189,0.063769676
Numbl,0.07864913,0.024900125
Cox18,0.06860788,0.02172109
Map7,0.09709938,0.030741427
Gria2,0.45045838,0.14261402
Ube3c,0.15933016,0.05044354
Ube2d2a,0.20597263,0.06521043
Ublcp1,0.10113748,0.03201988
Gga3,0.09834235,0.03113495
6230400D17Rik,0.04643704,0.014701854
Ap3b1,0.11659702,0.03691433
Apeh,0.05706053,0.018065225
Ube2k,0.24212106,0.07665493
Adarb1,0.23221943,0.0735201
Vdac2,0.31157067,0.09864252
Klf13,0.19371228,0.061328843
Paqr4,0.08816163,0.02791176
Fkbp1a,0.21221046,0.06718532
Pramef8,0.05413276,0.0171383
Exosc1,0.05093384,0.01612553
Rpl4,0.2827425,0.08951559
Mlc1,0.30109245,0.095325135
Crebrf,0.20639738,0.06534491
Gmeb2,0.07118516,0.022537049
Rplp2,0.1976193,0.06256579
Chsy3,0.0671681,0.021265257
Gspt1,0.17265718,0.054662842
Fam5b,0.1561188,0.04942683
Gm12657,0.076984674,0.02437316
Ube2e3,0.22171073,0.070193075
Sorcs3,0.096648976,0.030598832
Dnajc27,0.22885631,0.072455354
AI854517,0.059380013,0.018799568
5330426P16Rik,0.015993264,0.0050634285
Arxes1,0.13160293,0.041665167
Nbr1,0.21028367,0.066575296
Kcnj4,0.2891638,0.091548555
Clns1a,0.15382373,0.04870022
Yae1d1,0.107733056,0.034108024
Rai14,0.06832028,0.021630036
6430548M08Rik,0.22965391,0.07270788
Lrch3,0.038261138,0.012113383
Etf1,0.16260436,0.051480148
Nup85,0.08445102,0.02673699
Zfp354c,0.36565235,0.11576464
Blzf1,0.11246277,0.035605438
Ppp2ca,0.28453848,0.090084195
Nipa1,0.08210003,0.02599267
Ppp3ca,0.28715223,0.0909117
Glo1,0.24445923,0.07739521
2900079G21Rik,0.062871225,0.019904878
Trpv2,0.019009413,0.006018334
Apba1,0.15615349,0.049437813
Smim15,0.12619042,0.03995158
E2f6,0.087505095,0.027703902
Kcna5,0.0674799,0.021363972
Trim28,0.16059734,0.050844725
Rufy2,0.17778279,0.056285597
B9d2,0.071943976,0.02277729
Ncoa3,0.12139955,0.038434803
Pno1,0.22484866,0.071186535
U2af2,0.15012245,0.047528405
Dgat1,0.09271967,0.029354822
Tm7sf2,0.08581981,0.027170345
1200014J11Rik,0.064267255,0.020346858
Zfp770,0.090678416,0.028708566
Slc2a13,0.26846632,0.084995784
Cbx6,0.33192918,0.10508797
Fam222b,0.1135827,0.035960007
Farp1,0.19924816,0.06308149
Prickle2,0.19315544,0.06115254
Ik,0.25964782,0.08220387
Atl2,0.18517421,0.058625706
Ndufa12,0.15607558,0.04941315
Zfp715,0.055687215,0.017630437
Senp2,0.16676952,0.052798826
0610009D07Rik,0.14538737,0.04602929
Sept11,0.13845229,0.043833658
Herc4,0.087411,0.02767411
Slmo2,0.16043091,0.05079204
Wdtc1,0.09402822,0.029769106
Cdk9,0.1418976,0.044924438
Akr7a5,0.07556073,0.023922345
Plekha2,0.16694953,0.052855816
Ablim1,0.22622825,0.07162332
Cnih2,0.19165093,0.060676217
B4galt6,0.3098608,0.09810118
Pfkl,0.13983522,0.04427149
Mrfap1,0.405958,0.12852532
Tmem183a,0.118703045,0.037581097
Mat2a,0.2530411,0.080112204
Mgea5,0.15824208,0.050099056
Kat6b,0.31994516,0.10129386
Bcl2,0.21904972,0.069350615
Gm15800,0.23615623,0.07476649
Flot2,0.08484918,0.026863042
Cuedc2,0.14592962,0.046200965
Rap1gds1,0.2469612,0.078187324
R3hdm4,0.18743888,0.059342697
Lypla1,0.14109169,0.044669285
Bag6,0.14693318,0.04651869
Gpr162,0.2867144,0.09077308
Dos,0.36845112,0.11665074
Il6st,0.12983641,0.04110589
Ctdsp2,0.14695638,0.046526033
Kctd4,0.06817931,0.021585405
Anapc5,0.14615059,0.04627092
Lonrf3,0.09094594,0.028793262
Sdc3,0.2559278,0.08102612
Ptprz1,0.2640592,0.0836005
Tlk2,0.105967164,0.03354895
Dip2c,0.23122634,0.0732057
Atg13,0.118559934,0.037535787
Rims2,0.1624687,0.051437195
Cog4,0.097926565,0.03100331
Scgn,0.08716555,0.027596401
Pebp1,0.26288262,0.083228
Sdhc,0.16695361,0.05285711
Polr3gl,0.09967134,0.031555705
Snx12,0.122688346,0.038842835
